election,country,ISO,year,date,office,numresponses,COUNTRYDATA,PR,CL,fhcategory,development,gdp_pc_ppp,region,region9,oecd,OVERALLINTEGRITY,PEI_add_original_m,PEI_add_original,PEI_add_new_m,PEI_add_new,PEI_concept_m,PEI_contestation_m,PEI_participation_m,PEI_deliberation_m,PEI_adjudication_m,PEI_concept,PEI_contestation,PEI_participation,PEI_deliberation,PEI_adjudication,rating,LAWS,lawsunfair,lawsunfair2,favoredincumbent,favoredincumbent2,citizens,citizens2,certainty,changes,equal,enfranchised,laws,laws_m,laws_new,laws_new_m,PROCEDURES,managed,votinginfo,fairofficials,legalelections,procedures,procedures_m,procedures_new,procedures_new_m,BOUNDARIES,bdiscrim,bdiscrim2,bfavored,bfavored2,bimpartial,boundaries,boundaries_m,boundaries_new,boundaries_new_m,VOTERREGISTRATION,reglisted,reglisted2,reginaccurate,reginaccurate2,ineligible,ineligible2,unlikelyreg,unlikelyreg2,votereg,votereg_m,voterreg_new,voterreg_new_m,PARTYREGISTRATION,oppprevent,oppprevent2,womenopp,minorityopp,leaderselect,leaderselect2,rallies,rallies2,equalopp,partytargeted,partytargeted2,partyreg,partyreg_m,partyreg_new,partyreg_new_m,MEDIACOVERAGE,balanced,tv,tv2,fairaccess,faircoverage,socialmedia,disinformation,disinformation2,informed,media,media_m,media_new,media_new_m,CAMPAIGNFINANCE,subsidies,donations,accounts,rich,rich2,resources,resources2,bribed,bribed2,finance,finance_m,finance_new,finance_new_m,VOTINGPROCESS,violence,violence2,fraudulent,fraudulent2,easy,choice,disabled,expats,internet,gaps,gaps2,encouraged,identification,identification2,voting,voting_m,voting_new,voting_new_m,VOTECOUNT,secure,delay,faircount,intlmonitors,intlmonitors2,domesticmonitors,domesticmonitors2,count,count_m,count_new,count_new_m,VOTINGRESULTS,challenged,challenged2,protestspeace,protestspeace2,protestsviolent,protestsviolent2,disputes,effective,results,results_m,results_new,results_new_m,ELECTIONAUTHORITIES,impartial,info,scrutiny,performance,targeted,targeted2,EMBs,EMBs_m,EMBs_new,EMBs_new_m,GENERALQUESTIONS,familiarity,important,ORGCONFIDENCE,courts,government,parliament,armedforces,electoralauth,BACKGROUND,expertdomestic,currentlylive,electionlive,employment,public,university,nonprofit,agency,private,occupation,agegroup,sex,education,born,lived,candidate,rep,activist,ngo,voted,norole,monitor,monitorint,official,citizen,leftrightscale,difficulty,VIGNETTES,vignettea,vignetteb,vignettec,vignetted,vignettee,vignettef,ROTATING,freetovote,fearviolence,fearviolence2,ballotconfidential,freefairelect,cashforvotes,cashforvotes2,patronage,patronage2,audit,hacking,campaignnews,govtnews,fakenews,fakenews2,hatespeech,hatespeech2,informedchoices,foreigninterference,foreigninterference2,mediamonitors,cyberattacks,cyberattacks2,diversenews,journalisticstandards,partisanjournalists,partisanjournalists2,fakesocial,fakesocial2,emergency,emergency2,safetyvoters,safetyworkers,safetyworkers2,opportunitycampaign,opportunitycampaign2,incumbentcampaign,incumbentcampaign2,postponed,postponed2,hesitant,hesitant2,support,shortage,shortage2,resourced,resourced2
KGZ_28112021_L1,Kyrgyzstan,KGZ,2021.0,2021-11-28,Legislative,6.0,,7,5,0,2,5287.790669766128,3,5,0,,37.23427,35.37415,,,41.720486,36.395836,37.61574,44.166664,48.703705,42.15567,35.694447,37.32639,47.916668,47.685184,4.0,,3.5,2.5,3.6666667,2.3333333,3.0,3.0,,,,,40.27778,40.27778,,,,2.6666667,2.5,2.3333333,2.6666667,38.541668,38.541668,38.541668,38.541668,,3.25,2.75,3.2,2.8,2.8,45.833332,44.583332,45.833332,44.583332,,3.4,2.6,3.2,2.8,3.25,2.75,,,47.916668,42.916664,,,,3.0,3.0,2.1666667,2.5,2.6,3.4,3.4,2.6,,,,41.25,43.333332,,,,2.6666667,2.8,3.2,2.5,3.0,4.0,,,,48.0,51.833332,,,,2.0,2.0,2.0,4.3333335,1.6666666,4.4,1.6,4.3333335,1.6666666,20.0,21.333334,18.75,20.555555,,2.8,3.2,3.5,2.5,2.1666667,2.6,1.6666666,2.75,1.3333334,,,,,,33.333332,37.01389,,,,2.75,2.4,2.0,2.4,3.6,3.1666667,2.8333333,31.666666,42.916668,31.666666,42.916668,,4.5,1.5,3.6666667,2.3333333,2.3333333,3.6666667,3.1666667,,41.666668,41.666668,,,,2.2,2.8333333,2.6,2.4,,,36.25,37.708332,,,,7.4,,,2.0,3.4,3.6,3.6,3.4,,,,,1.4,0.0,0.6666667,0.0,0.0,0.16666667,,,,,,,0.0,0.0,0.16666667,0.33333334,0.16666667,0.5,0.0,0.0,0.0,0.5,4.4,8.6,,,,,8.4,4.6,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KGZ_10012021_P1,Kyrgyzstan,KGZ,2021.0,2021-01-10,Presidential,5.0,,7,5,0,2,5287.790669766128,3,5,0,,36.288265,36.734695,,,44.475697,29.708334,51.59722,49.375,47.22222,44.90278,31.833334,51.805557,48.75,47.22222,5.8,,4.0,2.0,4.0,2.0,3.4,2.6,,,,,30.0,30.0,,,,3.0,2.6,2.75,3.0,43.75,45.9375,43.75,45.9375,,4.5,1.5,5.0,1.0,2.5,16.666666,16.666666,16.666666,16.666666,,3.4,2.6,3.2,2.8,2.75,3.25,,,47.916668,47.083332,,,,3.4,2.6,2.8,2.4,3.25,2.75,3.8,2.2,,,,36.25,38.75,,,,2.5,4.2,1.8,2.2,3.4,4.2,,,,46.25,45.5,,,,2.25,2.0,2.0,3.6,2.4,4.6,1.4,3.4,2.6,25.0,25.25,27.777779,27.708334,,2.75,3.25,3.4,2.6,4.0,3.8,2.5,3.4,1.0,,,,,,58.333332,56.458332,,,,3.4,4.0,3.4,2.0,4.0,2.6,3.4,66.0,66.0,66.0,66.0,,2.6,3.4,2.8,3.2,1.8,4.2,2.2,,56.25,56.25,,,,2.4,4.0,3.0,2.8,,,50.0,51.25,,,,8.2,,,3.0,3.8,3.6,3.6,3.6,,,,,1.6,0.0,0.6,0.2,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.6,3.6,7.2,,,,,8.6,5.6,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO_20032016_L1,Laos,LAO,2016.0,2016-03-20,Legislative,3.0,,7,6,0,2,6186.084,3,3,0,,,,,,41.328125,28.854168,70.25463,16.666666,49.537037,46.168983,40.694447,70.13889,22.916666,50.925926,2.6666667,,4.0,2.0,5.0,1.0,3.6666667,2.3333333,,,,,33.333332,19.444443,,,,3.6666667,3.0,2.5,4.0,53.125,57.291668,53.125,57.291668,,,,,,,,,,,,2.0,4.0,3.5,2.5,2.0,4.0,,,58.333332,62.5,,,,4.5,1.5,3.0,3.3333333,3.3333333,2.6666667,4.0,2.0,,,,30.0,37.5,,,,2.3333333,5.0,1.0,1.5,1.5,1.6666666,,,,12.5,15.0,,,,1.0,1.5,1.5,2.6666667,3.3333333,2.0,4.0,2.0,4.0,10.0,31.666666,16.666666,38.88889,,1.3333334,4.6666665,2.0,4.0,4.3333335,1.6666666,2.0,4.0,1.3333334,,,,,,66.666664,61.11111,,,,3.6666667,3.6666667,3.5,4.5,1.5,3.6666667,2.3333333,45.0,48.333332,45.0,48.333332,,1.5,4.5,1.3333334,4.6666665,1.0,5.0,3.0,,,82.291664,,,,2.0,4.0,2.0,3.3333333,,,45.833332,45.833332,,,,8.333333,,,1.6666666,3.3333333,5.0,1.6666666,4.6666665,,,,,2.3333333,0.6666667,0.6666667,0.33333334,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666667,7.6666665,,3.3333333,3.6666667,4.0,,,,,2.6666667,2.3333333,2.3333333,3.6666667,1.3333334,34.0,34.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO_21022021_L1,Laos,LAO,2021.0,2021-02-21,Legislative,2.0,,7,6,0,2,8674.033694831363,3,3,0,,,,,,29.088547,24.6875,41.666668,0.0,50.0,38.676216,20.260418,58.333336,0.0,47.916664,2.5,,5.0,1.0,5.0,1.0,4.0,2.0,,,,,16.666666,8.333333,,,,4.0,3.0,1.0,4.0,50.0,50.0,50.0,50.0,,4.0,2.0,4.0,2.0,2.0,25.0,25.0,25.0,25.0,,4.0,2.0,4.0,2.0,,,,,,,,,,4.5,1.5,3.0,3.5,4.5,1.5,5.0,1.0,,,,15.0,27.5,,,,1.0,5.0,1.0,4.0,1.0,1.5,,,,,17.5,,,,,2.0,1.5,,,,,2.0,4.0,,,,,,2.0,4.0,2.0,4.0,4.0,1.0,,1.0,1.0,,,,,,,,,,,2.5,4.0,4.0,3.5,2.5,3.5,2.5,75.0,52.5,75.0,52.5,,,,1.0,5.0,1.5,4.5,3.0,,,,,,,1.5,2.5,1.0,2.0,,,31.25,18.75,,,,7.5,,,1.5,4.0,2.5,3.5,2.0,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,8.0,,,,,6.5,4.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA_04102014_L1,Latvia,LVA,2014.0,2014-10-04,Legislative,16.0,,2,2,2,3,23907.65,4,5,1,,69.227295,63.435375,,,73.45056,65.15393,74.739586,71.041664,82.867065,74.49924,65.09766,78.25521,71.484375,83.15972,8.1875,,2.25,3.75,2.3125,3.6875,1.8125,4.1875,,,,,71.875,71.875,,,,4.375,4.3125,4.4,4.25,83.75,83.359375,83.75,83.359375,,1.9090909,4.090909,2.0,4.0,3.8181818,74.242424,74.242424,74.242424,74.242424,,2.375,3.625,2.125,3.875,1.7142857,4.285714,,,72.22222,73.21429,,,,1.8,4.2,4.5,3.9375,3.1875,2.8125,2.125,3.875,,,,70.666664,71.625,,,,2.8666666,2.5,3.5,3.625,3.6875,3.4615386,,,,58.333332,60.703526,,,,3.5714285,3.0769231,3.0,2.7333333,3.2666667,2.75,3.25,,,58.75,55.825092,,,,1.6666666,4.3333335,2.8333333,3.1666667,4.25,4.5,3.375,4.4375,1.3333334,,,,,,73.809525,75.260414,,,,4.4,4.5625,4.5,1.4,4.6,1.375,4.625,88.07692,88.4375,88.07692,88.4375,,3.0625,2.9375,1.6666666,4.3333335,1.1875,4.8125,4.285714,,75.0,77.30655,,,,3.9333334,4.266667,4.0,4.25,,,76.44231,77.8125,,,,8.466666,,,6.875,6.25,6.0,7.25,7.5625,,,,,2.5,0.1875,0.9375,0.0,0.0625,0.0,,,,,,,0.0,0.0,0.0,0.0,0.375,0.625,0.0,0.0,0.0,0.75,5.0,8.5,,3.5,6.5,6.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA_06102018_L1,Latvia,LVA,2018.0,2018-10-06,Legislative,11.0,,2,2,2,4,25063.845703125,4,5,0,,73.36478,77.55102,,,79.05037,71.24411,84.28819,74.204544,86.464645,79.058556,70.08523,85.290405,75.0,85.85859,7.909091,,1.7272727,4.2727275,2.090909,3.909091,1.9090909,4.090909,,,,,77.27273,77.27273,,,,4.3636365,4.3636365,4.3636365,4.5454545,85.22727,85.22727,85.22727,85.22727,,1.5714285,4.428571,1.2,4.8,3.5,81.666664,81.07143,81.666664,81.07143,,2.0,4.0,1.875,4.125,1.6666666,4.3333335,,,76.666664,78.81944,,,,2.090909,3.909091,4.6363635,4.0,2.2222223,3.7777777,2.090909,3.909091,,,,77.22222,76.16161,,,,3.6,2.2727273,3.7272727,3.8,3.8181818,3.375,,,,63.75,66.60227,,,,3.7777777,3.857143,3.2,2.6363637,3.3636363,3.090909,2.909091,1.8181819,4.181818,61.666668,60.53824,65.27778,63.70611,,1.3636364,4.6363635,2.0,4.0,4.3636365,4.2727275,4.3333335,4.6363635,1.4,,,,,,80.55556,84.34344,,,,4.4545455,4.5454545,4.4545455,1.3,4.7,1.3,4.7,90.5,89.27273,90.5,89.27273,,3.0,3.0,1.4444444,4.5555553,1.1818181,4.818182,4.3636365,,79.861115,79.60859,,,,3.6363637,4.0,4.0,4.2727275,,,73.125,74.431816,,,,8.181818,,,6.818182,6.181818,6.090909,7.2727275,8.363636,,,,,2.7272727,0.18181819,0.8181818,0.09090909,0.09090909,0.09090909,,,,,,,0.0,0.0,0.0,0.0,0.8181818,0.09090909,0.0,0.0,0.0,0.90909094,5.7,7.3636365,,,,,8.545455,5.818182,2.4545455,,,,,,,,,,,,,,,2.1818182,2.1818182,3.0,3.0,4.181818,2.7,2.7,4.0,2.0,2.0,4.090909,3.2727273,3.0,3.0,2.7777777,2.7777777,,,,,,,,,,,,,,,,,,
LVA_01102022_L1,Latvia,LVA,2022.0,2022-10-01,Legislative,8.0,,1,2,2,4,34444.312087527105,4,5,1,,77.86565,72.70409,,,81.49057,78.4251,86.87252,74.10715,86.55754,80.80946,77.578125,86.02431,74.21875,85.41667,8.125,,1.7142857,4.285714,1.5714285,4.428571,1.25,4.75,,,,,88.09524,87.20238,,,,4.142857,4.0,4.5,4.571429,83.03571,82.58929,83.03571,82.58929,,1.5,4.5,1.3333334,4.6666665,4.5,88.888885,88.888885,88.888885,88.888885,,1.2,4.8,1.5,4.5,1.0,5.0,,,95.0,94.16667,,,,1.625,4.375,4.625,4.5,2.5,3.5,2.2857144,3.7142856,,,,79.28571,78.57143,,,,4.0,2.142857,3.857143,4.142857,4.285714,2.8333333,,,,67.5,70.59524,,,,4.3333335,4.0,4.1666665,2.0,4.0,2.4285715,3.5714285,1.75,4.25,75.0,75.35714,76.388885,76.33929,,1.125,4.875,1.5,4.5,4.375,4.0,4.142857,4.428571,1.2857143,,,,,,83.33333,84.672615,,,,4.5,4.125,4.5,1.2857143,4.714286,1.375,4.625,88.57143,87.32143,88.57143,87.32143,,2.857143,3.142857,1.4285715,4.571429,1.1428572,4.857143,4.285714,,80.35714,80.35714,,,,4.375,4.25,4.25,3.875,,,79.6875,79.6875,,,,8.75,,,7.25,6.5,5.875,8.75,8.125,,1.375,,,1.75,0.125,1.0,0.0,0.0,0.125,,,,,,,0.0,0.0,0.0,0.0,0.625,0.25,0.0,0.0,0.0,0.875,6.285714,7.75,,,,,8.625,4.875,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,3.8,4.0,1.5,4.5,1.4,4.6,1.4,4.6,1.2,4.8,1.3333334,4.6666665,3.1666667,1.25,4.75,1.5,4.5
LBN_06052018_L1,Lebanon,LBN,2018.0,2018-05-06,Legislative,11.0,,6,4,1,3,13367.5654296875,3,7,0,,39.696938,,,,44.935787,31.857143,52.128426,41.401516,54.35606,44.838226,31.941288,53.409092,40.340908,53.661617,5.3636365,,3.3636363,2.6363637,4.2727275,1.7272727,3.4545455,2.5454545,,,,,32.575756,32.575756,,,,2.5454545,2.8181818,2.5454545,3.090909,43.75,43.75,43.75,43.75,,4.090909,1.9090909,4.181818,1.8181819,2.0,22.727272,22.727272,22.727272,22.727272,,4.0,2.0,2.857143,3.142857,2.25,3.75,,,54.166664,49.107143,,,,2.5,3.5,2.6363637,3.2727273,3.0,3.0,3.1,2.9,,,,52.0,51.545456,,,,2.090909,3.6666667,2.3333333,1.7,2.7272727,3.7,,,,37.77778,37.757576,,,,1.5,1.8,1.6666666,4.6,1.4,4.571429,1.4285715,4.5555553,1.4444444,17.5,13.976191,12.5,13.498677,,2.7777777,3.2222223,3.6666667,2.3333333,3.4545455,3.1,2.0,4.2727275,1.1666666,,,,,,50.833332,51.595116,,,,3.0,3.1818182,2.7777777,2.3,3.7,2.7,3.3,55.0,54.79798,55.0,54.79798,,3.5454545,2.4545455,3.7272727,2.2727273,2.1,3.9,3.25,,45.3125,49.232956,,,,2.3636363,3.090909,2.5454545,2.8181818,,,42.613636,42.613636,,,,8.727273,,,4.6,3.8,3.8,5.3,4.5,,,,,3.0,0.18181819,0.90909094,0.27272728,0.18181819,0.0,,,,,,,0.0,0.0,0.0,0.0,0.54545456,0.45454547,0.09090909,0.0,0.18181819,0.8181818,4.7272725,8.454545,,,,,6.909091,5.6363635,3.0,,,,,,,,,,,,,,,2.7142856,2.7142856,3.3333333,3.3333333,3.1818182,4.125,4.125,3.8,2.0,2.0,3.090909,2.909091,4.090909,4.090909,2.4285715,2.4285715,,,,,,,,,,,,,,,,,,
LBN_15052022_L1,Lebanon,LBN,2022.0,2022-05-15,Legislative,5.0,,5,4,1,2,14256.689711558829,3,7,0,,48.579933,,,,53.051502,37.819443,56.712963,59.0625,58.61111,50.239582,37.625,51.666664,57.5,54.166668,4.8,,4.0,2.0,4.4,1.6,4.0,2.0,,,,,21.666666,21.666666,,,,3.4,3.0,3.4,3.2,56.25,56.25,56.25,56.25,,4.0,2.0,4.0,2.0,2.8,31.666668,31.666668,31.666668,31.666668,,3.0,3.0,3.0,3.0,3.0,3.0,,,50.0,50.0,,,,3.0,3.0,3.0,3.2,3.0,3.0,3.2,2.8,,,,50.0,50.0,,,,2.75,2.8,3.2,2.4,2.8,3.5,,,,45.0,48.25,,,,4.0,2.3333333,2.0,4.0,2.0,3.25,2.75,3.75,2.25,60.0,40.416668,58.333332,38.88889,,3.25,2.75,3.3333333,2.6666667,3.3333333,3.75,2.6666667,4.25,1.5,,,,,,33.333332,55.90278,,,,3.5,4.0,4.0,2.3333333,3.6666667,2.6666667,3.3333333,63.333332,67.5,63.333332,67.5,,3.0,3.0,2.6666667,3.3333333,2.0,4.0,3.5,,62.5,61.458332,,,,3.25,3.3333333,3.0,3.75,,,50.0,58.333332,,,,9.25,,,5.25,3.0,3.25,6.0,5.25,,1.5,,,1.0,0.0,0.8,0.2,0.2,0.0,,,,,,,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.4,4.75,9.25,,,,,6.4,5.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3333333,2.6666667,3.75,2.25,3.75,3.0,3.0,3.0,3.0,1.5,4.5,2.6666667,3.3333333,1.5,2.5,3.5,2.5,3.5
LSO_28022015_L1,Lesotho,LSO,2015.0,2015-02-28,Legislative,11.0,,2,3,2,2,2956.2219,1,1,0,,65.571144,,,,64.510765,57.52399,55.185184,64.375,80.95889,67.11884,57.585228,58.645836,64.375,82.57576,7.3,,1.6363636,4.3636365,2.0,4.0,1.8181819,4.181818,,,,,79.545456,79.545456,,,,4.0,3.909091,4.6363635,4.6363635,82.38636,82.38636,82.38636,82.38636,,2.25,3.75,1.875,4.125,3.7777777,69.44444,72.10648,69.44444,72.10648,,3.25,2.75,3.1111112,2.8888888,3.2,2.8,,,40.0,45.324074,,,,1.875,4.125,3.4,3.875,3.3,2.7,2.375,3.625,,,,66.0,63.625,,,,2.5,3.0,3.0,3.0,2.7777777,3.1666667,,,,37.5,47.22222,,,,3.8333333,3.0,2.0,3.375,2.625,3.3,2.7,,,65.0,45.791668,,,,2.0,4.0,2.125,3.875,4.4,4.4,3.2,2.375,1.0,,,,,,68.05556,67.708336,,,,4.3,3.8,4.3333335,1.8888888,4.111111,1.5,4.5,87.85714,80.22222,87.85714,80.22222,,1.9,4.1,2.2,3.8,1.3,4.7,3.875,,77.34375,77.96875,,,,4.2,4.2222223,4.0,4.3333335,,,80.55556,79.72222,,,,8.0,,,6.1,5.4,5.2,3.0,8.2,,,,,2.6,0.18181819,0.8181818,0.18181819,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.27272728,0.0,0.0,0.0,0.0,0.27272728,4.4,8.0,,5.2,7.9,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO_03062017_L1,Lesotho,LSO,2017.0,2017-06-03,Legislative,12.0,,3,3,1,2,3029.3354,1,1,0,,60.99872,68.02721,,,60.179432,54.37184,46.021824,60.984848,79.339226,61.17477,56.73611,46.75926,62.5,78.703705,7.25,,1.9166666,4.0833335,2.1666667,3.8333333,1.8333334,4.1666665,,,,,75.69444,75.69444,,,,3.6666667,3.5833333,4.2727275,4.25,72.72727,73.579544,72.72727,73.579544,,2.1,3.9,2.5,3.5,4.0,70.0,70.0,70.0,70.0,,3.7777777,2.2222223,3.0,3.0,2.875,3.125,,,46.875,44.560184,,,,1.6666666,4.3333335,3.25,3.4444444,3.1,2.9,2.3333333,3.6666667,,,,66.0,62.97222,,,,3.0,3.909091,2.090909,2.9,3.5833333,3.875,,,,49.375,52.246212,,,,2.875,2.625,1.625,3.1818182,2.8181818,4.0,2.0,2.9,3.1,34.375,34.715908,38.095238,37.679924,,3.0,3.0,2.8,3.2,3.8333333,4.3333335,2.857143,2.4444444,1.3333334,,,,,,71.875,56.951057,,,,4.0,3.75,4.2,1.4545455,4.5454545,1.4,4.6,82.5,80.47727,82.5,80.47727,,3.1818182,2.8181818,2.0,4.0,1.3,4.7,4.0,,74.10714,71.98864,,,,4.181818,4.0,3.6666667,4.181818,,,75.0,75.18939,,,,8.333333,,,5.9166665,4.75,4.9166665,2.5,7.3333335,,,,,2.8333333,0.16666667,0.9166667,0.16666667,0.33333334,0.16666667,,,,,,,0.0,0.0,0.0,0.0,0.33333334,0.6666667,0.0,0.0,0.0,0.41666666,4.3333335,8.75,,,,,7.8333335,5.75,3.8333333,,,,,3.909091,,,,,,34.083332,35.166668,11.583333,3.75,34.166668,34.166668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO_07102022_L1,Lesotho,LSO,2022.0,2022-10-07,Legislative,3.0,,3,3,1,2,2521.5306626548645,1,1,0,,,,,,71.0706,72.361115,55.6713,72.916664,83.333336,71.86632,72.1875,56.944447,75.0,83.333336,9.0,,1.0,5.0,1.0,5.0,2.0,4.0,,,,,91.666664,91.666664,,,,4.0,3.6666667,4.3333335,4.0,75.0,75.0,75.0,75.0,,1.6666666,4.3333335,1.6666666,4.3333335,4.0,80.55556,80.55556,80.55556,80.55556,,4.0,2.0,2.0,4.0,2.0,4.0,,,58.333332,58.333332,,,,1.3333334,4.6666665,4.3333335,4.0,2.0,4.0,2.0,4.0,,,,80.0,80.0,,,,4.0,3.0,3.0,4.0,4.3333335,,,,,,,,,,4.0,3.0,2.0,2.6666667,3.3333333,2.6666667,3.3333333,2.0,4.0,,53.333332,,56.944443,,1.6666666,4.3333335,1.6666666,4.3333335,3.6666667,4.3333335,1.5,2.6666667,1.3333334,,,,,,60.416664,61.805557,,,,4.0,3.6666667,4.3333335,1.3333334,4.6666665,1.3333334,4.6666665,81.666664,81.666664,81.666664,81.666664,,2.6666667,3.3333333,2.0,4.0,1.0,5.0,4.6666665,,84.375,81.25,,,,4.0,4.0,3.6666667,4.3333335,,,81.25,75.0,,,,9.333333,,,6.0,5.3333335,4.6666665,4.6666665,7.3333335,,1.6666666,,,1.0,0.33333334,1.0,0.0,0.33333334,0.6666667,,,,,,,0.0,0.0,0.0,0.0,0.33333334,0.6666667,0.0,0.0,0.0,0.33333334,4.0,9.0,,,,,9.333333,6.6666665,3.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3333334,4.6666665,4.3333335,1.3333334,4.6666665,1.3333334,4.6666665,1.0,5.0,1.6666666,4.3333335,1.3333334,4.6666665,3.6666667,1.6666666,4.3333335,2.0,4.0
LBR_26122017_P2,Liberia,LBR,2017.0,2017-12-26,Presidential,3.0,,3,4,1,1,812.8867372,1,2,0,,49.234695,,,,56.041668,57.5,39.814816,62.5,64.35185,58.03241,58.402775,45.48611,62.5,65.74074,7.0,,1.6666666,4.3333335,1.6666666,4.3333335,2.0,4.0,,,,,80.55556,80.55556,,,,3.0,4.0,3.6666667,3.3333333,62.5,62.5,62.5,62.5,,2.0,4.0,2.0,4.0,4.0,75.0,75.0,75.0,75.0,,4.0,2.0,3.6666667,2.3333333,3.0,3.0,,,41.666664,36.11111,,,,2.0,4.0,3.3333333,4.0,2.5,3.5,2.3333333,3.6666667,,,,67.5,67.5,,,,3.3333333,3.3333333,2.6666667,2.6666667,2.6666667,3.5,,,,55.0,49.166668,,,,3.0,2.5,2.5,4.0,2.0,3.5,2.5,3.0,3.0,37.5,37.5,39.583336,39.583332,,2.6666667,3.3333333,3.5,2.5,3.3333333,4.0,3.6666667,2.0,2.0,,,,,,,53.47222,,,,4.0,2.6666667,3.6666667,2.0,4.0,2.0,4.0,66.666664,66.666664,66.666664,66.666664,,3.0,3.0,3.0,3.0,2.3333333,3.6666667,3.5,,50.0,57.291668,,,,3.3333333,4.0,3.6666667,3.6666667,,,66.666664,66.666664,,,,8.333333,,,5.0,5.3333335,5.3333335,5.3333335,6.0,,,,,3.0,0.33333334,1.0,0.33333334,0.0,0.6666667,,,,,,,0.0,0.0,0.0,0.0,0.6666667,0.0,0.0,0.33333334,0.0,0.33333334,3.6666667,6.0,,,,,7.6666665,6.6666665,5.6666665,,,,,4.0,,,,,,34.0,67.0,3.3333333,3.0,2.6666667,2.6666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR_08122020_L1,Liberia,LBR,2020.0,2020-12-08,Legislative,2.0,,3,4,1,1,1468.245238917427,1,2,0,,59.94898,65.30612,,,63.94097,56.458336,41.319443,71.875,86.111115,63.94097,56.458336,41.319443,71.875,86.111115,7.5,,1.5,4.5,1.5,4.5,1.5,4.5,,,,,87.5,87.5,,,,4.0,3.0,4.5,4.5,75.0,75.0,75.0,75.0,,1.5,4.5,1.5,4.5,2.5,70.83333,70.83333,70.83333,70.83333,,3.5,2.5,3.5,2.5,2.5,3.5,,,45.833332,45.833332,,,,1.5,4.5,4.0,2.5,3.0,3.0,2.0,4.0,,,,65.0,65.0,,,,4.0,2.5,3.5,2.0,4.0,3.0,,,,45.0,57.5,,,,1.5,1.5,1.5,2.5,3.5,3.5,2.5,4.0,2.0,27.5,27.5,27.083332,27.083332,,3.0,3.0,2.5,3.5,4.0,4.0,1.5,2.5,1.5,,,,,,52.083332,52.083332,,,,4.0,4.0,4.0,1.0,5.0,1.0,5.0,85.0,85.0,85.0,85.0,,3.5,2.5,3.0,3.0,2.0,4.0,4.5,,62.5,62.5,,,,4.5,4.0,3.0,4.0,,,71.875,71.875,,,,9.0,,,6.0,6.5,6.5,6.5,7.0,,,,,2.5,1.0,0.5,0.0,0.5,0.0,,,,,,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,8.0,7.5,,,,,7.5,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
